1	364	32.11206
1	2078	27.047703
1	1028	25.569822
1	2096	25.259008
1	2087	24.964819
1	2081	24.29263
1	2080	24.290768
1	1282	23.688507
1	1907	21.879173
1	953	21.65977
2	733	34.62598
2	349	33.79918
2	1610	33.569294
2	377	33.386864
2	527	32.52392
2	1608	30.114435
2	858	29.748005
2	608	29.622776
2	356	29.15398
2	2571	28.971764
3	2791	26.648378
3	2716	25.31596
3	1136	25.039637
3	2174	24.151731
3	2797	24.069944
3	1220	22.191048
3	2918	21.708563
3	1073	21.557415
3	110	21.487648
3	1307	21.11719
4	1387	17.843124
4	2529	17.567184
4	1201	17.459164
4	1200	17.24243
4	1291	17.130644
4	2944	16.905075
4	1610	16.781528
4	2640	16.682827
4	2194	16.614916
4	1222	16.27719
5	223	37.4123
5	2599	35.47204
5	2396	32.11323
5	1265	31.841488
5	1639	31.74267
5	1732	30.633522
5	2391	30.48201
5	1213	30.19148
5	1358	30.089417
5	1704	30.042984
6	594	20.809053
6	1022	19.426153
6	1029	18.463772
6	2087	18.360542
6	2096	17.898825
6	2080	17.848116
6	1380	17.589188
6	1282	16.736818
6	783	16.64334
6	2078	16.46293
7	457	37.612053
7	377	35.48532
7	733	33.520355
7	349	31.94121
7	780	31.483263
7	1370	30.111969
7	1608	27.987478
7	2058	27.95456
7	1036	27.75296
7	2763	27.615856
8	593	35.294106
8	1358	33.736046
8	2291	33.08421
8	318	31.483187
8	2762	31.480576
8	2571	30.559631
8	457	30.335825
8	1094	29.817831
8	527	29.761545
8	778	29.746733
9	2329	32.198128
9	1729	30.009705
9	318	29.865257
9	36	29.257923
9	296	29.176062
9	356	27.219893
9	1673	26.864876
9	3100	26.33441
9	527	25.93188
9	1213	25.860546
10	2716	69.865776
10	1198	67.63346
10	2985	66.38666
10	1376	66.131714
10	2916	66.001495
10	2987	65.36626
10	3527	63.77308
10	2028	59.791676
10	2406	58.054424
10	2105	57.61606
11	296	35.812397
11	593	32.57956
11	2762	28.090364
11	223	28.024946
11	2890	27.839676
11	1639	27.15694
11	39	26.431528
11	2324	26.371136
11	1500	26.348942
11	527	26.269312
12	1208	11.491451
12	858	11.489015
12	1952	10.317299
12	1228	10.215885
12	912	10.214699
12	1225	10.1975565
12	1084	10.17018
12	1230	10.111981
12	1219	9.963458
12	3504	9.889186
13	2916	45.853603
13	377	40.285114
13	733	39.64708
13	110	39.284065
13	1097	38.295574
13	2985	37.841557
13	3527	37.829464
13	1240	37.70481
13	2028	37.52987
13	1127	37.00289
14	2997	9.93222
14	2712	9.080499
14	3176	8.869745
14	3481	8.807039
14	2762	8.511474
14	2336	7.7833495
14	318	7.767995
14	3160	7.698126
14	3174	7.569429
14	527	7.502276
15	2028	43.10671
15	3578	38.870213
15	608	38.800255
15	377	36.685413
15	1213	33.855812
15	1721	33.456245
15	1610	33.17422
15	589	33.11913
15	1	33.008297
15	3418	32.61162
16	2694	12.172269
16	2724	10.469204
16	2541	10.01582
16	2706	9.895736
16	1513	9.705434
16	2605	8.486716
16	2688	8.403707
16	2598	8.103446
16	3005	8.060972
16	3157	7.893828
17	1200	66.130806
17	1210	62.12522
17	2968	58.93336
17	608	54.014214
17	1206	52.973476
17	1199	52.880604
17	2628	52.23681
17	1375	50.728416
17	1198	50.660057
17	1097	49.62525
18	595	55.347492
18	2571	53.462738
18	1073	52.866226
18	1198	52.79743
18	594	52.47701
18	2078	50.420624
18	3034	47.457962
18	318	44.80929
18	480	44.681675
18	260	44.352615
19	480	56.899456
19	2571	55.423164
19	2916	55.224308
19	1198	54.399937
19	110	50.760056
19	1200	48.605846
19	1610	46.549892
19	1387	46.139545
19	780	45.021065
19	2985	44.572025
20	3793	13.301892
20	110	13.267095
20	32	13.151883
20	1356	12.832144
20	3755	12.661595
20	2762	12.428718
20	296	12.398711
20	2028	12.082382
20	1374	11.736777
20	2278	11.648196
21	2355	8.589592
21	3793	6.5924745
21	3114	6.5479007
21	2858	5.176775
21	1274	4.80921
21	3159	4.7603073
21	1	4.7186904
21	1148	4.4264345
21	364	4.255436
21	2687	4.194666
22	1270	47.71133
22	260	46.05567
22	1	44.040535
22	2028	43.197372
22	608	40.609898
22	2000	40.197197
22	2987	40.058136
22	780	39.789455
22	1610	38.71044
